Date,ACES.JK,ADRO.JK,AKRA.JK,AMRT.JK,ANTM.JK,ARTO.JK,ASII.JK,BBCA.JK,BBNI.JK,BBRI.JK,BBTN.JK,BMRI.JK,BRIS.JK,BRPT.JK,BUKA.JK,CPIN.JK,EMTK.JK,ESSA.JK,EXCL.JK,GGRM.JK,GOTO.JK,HRUM.JK,ICBP.JK,INCO.JK,INDF.JK,INKP.JK,INTP.JK,ITMG.JK,KLBF.JK,MAPI.JK,MBMA.JK,MDKA.JK,MEDC.JK,MTEL.JK,PGAS.JK,PGEO.JK,PTBA.JK,PTMP.JK,SIDO.JK,SMGR.JK,SRTG.JK,TLKM.JK,TOWR.JK,UNTR.JK,UNVR.JK
1/2/2020,1303.20,526.38,596.49,821.85,724.16,386.82,5037.76,6000.03,3363.99,3132.64,1733.75,3081.72,315.34,1442.11,,6094.57,546.39,250.30,2959.15,44352.21,,249.02,9996.72,3539.61,6488.05,7394.55,15385.14,5274.42,1465.47,1048.87,,1063.41,618.88,,1550.02,,1145.37,,502.53,10872.44,656.39,3090.18,696.50,13242.82,7092.87
1/3/2020,1307.52,539.45,579.66,812.45,732.78,386.82,5092.72,6098.69,3374.80,3139.75,1750.03,3071.78,311.54,1402.74,,6395.82,553.74,257.82,2949.93,44975.72,,249.96,10086.38,3422.28,6528.73,7855.20,15675.82,5448.69,1483.62,1053.79,,1141.45,674.47,,1564.51,,1162.79,,502.53,10983.84,656.39,3145.50,700.85,13104.23,7113.61
1/6/2020,1268.68,539.45,556.72,793.67,762.95,355.63,4946.17,6040.39,3299.09,3104.23,1733.75,3022.08,307.74,1284.61,,6349.47,553.74,254.06,2986.81,45204.34,,250.90,10310.52,3451.61,6508.39,7758.22,15675.82,5483.54,1488.16,1039.02,,1156.09,670.76,,1557.26,,1188.92,,506.46,10939.28,663.50,3129.69,696.50,13289.02,7030.65
1/7/2020,1242.79,567.07,539.90,788.97,754.33,355.63,4964.48,6044.88,3266.64,3125.54,1725.61,3022.08,302.04,1304.30,,6789.77,553.74,244.65,2996.03,46555.27,,249.96,10310.52,3480.94,6671.10,7758.22,15696.58,5530.01,1483.62,1039.02,,1165.84,667.05,,1521.05,,1180.21,,508.42,10961.56,649.27,3113.89,709.56,13088.83,7009.91
1/8/2020,1216.90,554.18,544.49,803.06,780.20,355.63,4964.48,5991.06,3212.55,3111.33,1684.91,2982.31,296.35,1260.00,,6743.42,553.74,244.65,3042.12,47719.15,,249.96,10355.35,3461.39,6691.44,7733.98,15115.22,5448.69,1438.25,1019.32,,1214.62,678.17,,1521.05,,1162.79,,510.38,10694.21,647.49,3082.27,696.50,13273.62,6906.21
1/9/2020,1260.05,550.50,550.60,798.36,758.64,358.12,5037.76,6044.88,3331.54,3125.54,1717.47,3061.84,302.04,1274.77,,6812.94,548.84,239.00,3032.90,47552.88,,249.96,10332.94,3490.72,6711.78,7830.95,15364.38,5495.16,1451.86,1024.25,,1141.45,652.23,,1521.05,,1162.79,,504.49,10872.44,652.83,3129.69,692.14,13135.03,6926.95
1/10/2020,1290.26,570.75,552.13,798.36,762.95,355.63,5001.12,6031.42,3342.35,3132.64,1758.17,3071.78,298.25,1255.08,,6720.25,516.99,235.24,3032.90,48301.09,,251.85,10332.94,3432.05,6711.78,7952.18,15052.93,5890.16,1451.86,1073.49,,1146.33,663.35,,1506.56,,1210.70,,502.53,10872.44,658.16,3145.50,687.79,13704.78,6844.00
1/13/2020,1285.94,576.27,550.60,798.36,750.02,358.12,5074.40,6049.36,3363.99,3203.68,1750.03,3071.78,303.94,1191.10,,6488.51,504.74,239.00,3051.34,48488.14,,255.62,10355.35,3383.16,6630.42,7903.69,15281.33,6203.83,1451.86,1068.57,,1121.94,644.82,,1513.81,,1232.47,,498.60,10850.16,651.05,3185.02,692.14,14197.54,6968.43
1/14/2020,1372.25,574.43,541.43,803.06,732.78,359.37,5257.59,6161.47,3396.44,3246.30,1758.17,3081.72,303.94,1220.63,,6534.86,541.49,237.12,3069.77,48488.14,,255.62,10400.18,3344.05,6610.08,7855.20,15468.19,6180.60,1438.25,1068.57,,1112.19,633.70,,1513.81,,1215.05,,494.68,10961.56,652.83,3121.79,696.50,13981.96,7030.65
1/15/2020,1380.88,543.13,535.31,803.06,719.85,360.62,5275.91,6130.08,3320.72,3253.40,1741.89,3041.96,303.94,1299.38,,6673.90,541.49,235.24,2996.03,48155.61,,255.62,10288.11,3334.27,6549.07,7879.44,15426.66,5901.77,1433.71,1034.10,,1117.06,611.47,,1477.59,,1171.50,,498.60,10738.76,661.72,3066.47,683.44,13550.79,7030.65
1/16/2020,1380.88,541.29,530.72,812.45,728.47,361.86,5220.95,6143.53,3331.54,3246.30,1733.75,3002.19,303.94,1279.69,,6766.59,541.49,237.12,3069.77,48238.74,,255.62,10400.18,3451.61,6650.76,8049.15,15468.19,5901.77,1510.84,1039.02,,1156.09,611.47,,1470.35,,1167.15,,496.64,11095.24,665.28,3042.76,683.44,13489.20,6989.17
1/17/2020,1398.14,544.97,524.60,798.36,724.16,361.86,5184.31,6165.95,3363.99,3288.92,1750.03,3071.78,302.04,1289.54,,6836.11,539.04,240.89,3097.43,48467.36,,255.62,10377.76,3422.28,6711.78,7976.42,15572.00,5936.63,1465.47,1024.25,,1170.72,618.88,,1463.10,,1162.79,,494.68,11451.71,665.28,3011.15,683.44,13412.21,6968.43
1/20/2020,1398.14,528.40,520.02,798.36,685.37,361.86,5129.36,6130.08,3266.64,3310.23,1709.33,3032.02,307.74,1289.54,,6743.42,494.94,240.89,3097.43,48217.96,,254.68,10400.18,3383.16,6711.78,7661.24,15260.56,5750.74,1470.01,1024.25,,1170.72,592.94,,1423.27,,1127.95,,502.53,11362.59,663.50,3011.15,683.44,13242.82,6906.21
1/21/2020,1419.72,521.04,515.43,793.67,685.37,368.10,5147.68,6125.59,3277.45,3317.34,1693.05,3061.84,303.94,1304.30,,6534.86,494.94,235.24,3042.12,47407.40,,254.68,10489.84,3324.50,6711.78,7830.95,15364.38,5646.18,1460.94,1024.25,,1141.45,596.64,,1416.02,,1114.89,,490.75,11318.04,663.50,3074.37,696.50,12981.04,6906.21
1/22/2020,1415.40,502.63,518.49,798.36,663.81,398.05,5129.36,6134.56,3299.09,3345.75,1668.63,3101.60,300.15,1304.30,,6534.86,553.74,227.71,2949.93,47677.59,,254.68,10534.66,3285.38,6549.07,7709.73,15239.80,5588.10,1442.79,999.63,,1121.94,567.00,,1383.43,,1080.05,,488.79,11563.11,659.94,3050.66,722.62,12688.47,6885.47
1/23/2020,1398.14,508.15,516.96,803.06,672.43,405.54,5166.00,6134.56,3309.90,3367.06,1652.35,3091.66,294.45,1343.68,,6627.55,553.74,229.59,2968.37,48176.39,,254.68,10489.84,3226.72,6630.42,7758.22,15426.66,5506.77,1429.18,984.85,,1156.09,555.88,,1387.05,,1049.56,,480.94,11629.95,659.94,3066.47,722.62,12534.49,6906.21
1/24/2020,1406.77,508.15,533.78,803.06,676.74,410.53,5111.04,6107.66,3331.54,3367.06,1684.91,3151.31,296.35,1353.52,,6650.73,553.74,227.71,2940.71,48467.36,,254.68,10489.84,3236.50,6671.10,7733.98,15634.29,5437.07,1397.42,999.63,,1160.97,548.47,,1361.70,,1032.14,,482.90,11563.11,661.72,3098.08,718.26,12442.09,6781.78
1/27/2020,1402.45,476.85,523.07,798.36,646.57,499.12,4927.85,6134.56,3223.37,3303.13,1619.79,3071.78,294.45,1294.46,,6511.69,534.14,225.83,2820.87,47615.23,,254.68,10445.01,3187.61,6610.08,7321.82,15405.90,5274.42,1379.27,984.85,,1151.21,500.29,,1314.62,,975.53,,469.16,11273.48,654.61,3034.85,731.32,12272.71,6864.73
1/28/2020,1406.77,487.90,529.19,770.19,646.57,413.02,5001.12,6089.72,3234.19,3281.82,1591.30,3081.72,298.25,1220.63,,6326.30,534.14,218.30,2811.66,47116.43,,253.73,10422.59,3197.38,6610.08,7224.84,15239.80,5193.10,1361.12,989.78,,1151.21,522.53,,1311.00,,1014.72,,471.12,11318.04,656.39,3026.95,740.03,12241.91,6844.00
1/29/2020,1376.56,480.53,520.02,774.88,646.57,431.74,5001.12,6085.23,3180.10,3281.82,1570.95,3101.60,303.94,1240.32,,6187.26,539.04,225.83,2774.78,47220.34,,252.79,10489.84,3207.16,6447.37,7103.62,14803.78,5065.30,1383.81,984.85,,1151.21,526.23,,1300.13,,1014.72,,471.12,10961.56,652.83,3082.27,735.67,12334.30,6844.00
1/30/2020,1350.67,476.85,510.84,774.88,637.95,461.69,4854.57,6044.88,3136.84,3253.40,1570.95,3041.96,298.25,1220.63,,6210.43,539.04,220.18,2710.25,46305.87,,252.79,10422.59,3040.94,6427.04,6861.18,14305.48,4995.60,1374.73,979.93,,1160.97,515.11,,1303.76,,975.53,,469.16,10961.56,649.27,3050.66,731.32,12303.51,6823.26
1/31/2020,1484.44,451.08,506.25,751.40,620.71,447.96,4653.06,5811.69,3115.20,3168.16,1522.12,3002.19,294.45,1284.61,,6164.09,546.39,220.18,2673.38,46368.22,,251.85,10198.45,3089.83,6366.02,6546.00,13682.60,4670.30,1297.60,945.46,,1141.45,522.53,,1234.95,,962.46,,469.16,10649.65,640.38,3003.24,735.67,11826.15,6595.12
2/3/2020,1380.88,451.08,483.31,765.49,616.40,436.73,4598.10,5775.82,3082.75,3168.16,1473.28,2982.31,290.65,1255.08,,5746.97,568.44,205.13,2618.07,46118.81,,249.02,10220.87,3177.83,6243.99,6327.80,14014.80,4670.30,1333.90,896.22,,1136.58,500.29,,1231.33,,945.04,,471.12,10694.21,635.04,2955.82,722.62,11749.16,6512.16
2/4/2020,1380.88,467.65,489.43,760.79,629.33,436.73,4689.70,5919.31,3180.10,3239.20,1497.70,2992.25,294.45,1250.16,,5793.32,568.44,208.89,2618.07,46285.08,,243.36,10400.18,3226.72,6305.00,6327.80,13994.04,4716.77,1342.97,910.99,,1141.45,511.41,,1100.95,,971.17,,471.12,10716.49,636.82,2971.63,740.03,11564.37,6532.90
2/5/2020,1380.88,484.22,494.02,760.79,625.02,430.49,4689.70,6035.91,3212.55,3239.20,1469.21,3061.84,296.35,1260.00,,6279.95,519.44,218.30,2664.16,46742.32,,243.36,10310.52,3226.72,6305.00,6376.29,14845.31,4856.18,1347.51,935.61,,1141.45,526.23,,1068.36,,1010.37,,471.12,11028.40,640.38,2979.53,744.38,11548.97,6719.56
2/6/2020,1415.40,480.53,506.25,756.10,633.64,430.49,4762.97,6044.88,3180.10,3232.09,1505.84,3061.84,300.15,1220.63,,6025.05,519.44,223.95,2664.16,47386.61,,238.64,10310.52,3236.50,6264.33,6570.24,14263.96,4891.04,1324.82,935.61,,1146.33,559.58,,1100.95,,997.30,,471.12,11050.68,633.26,2971.63,740.03,11518.18,6595.12
2/7/2020,1449.92,480.53,520.02,751.40,629.33,424.25,4689.70,6062.81,3180.10,3232.09,1501.77,3071.78,307.74,1245.24,,5909.18,568.44,225.83,2673.38,46867.03,,236.76,10310.52,3236.50,6386.36,6594.49,14139.38,4844.57,1333.90,935.61,,1175.60,537.35,,1115.44,,1010.37,,475.05,11006.12,636.82,2995.34,766.15,11579.77,6553.64
2/10/2020,1389.51,471.33,503.19,751.40,620.71,436.73,4543.15,6085.23,3169.29,3196.58,1493.63,3071.78,300.15,1225.55,,5770.14,529.24,223.95,2581.19,46305.87,,232.98,10377.76,3187.61,6305.00,6303.55,13931.75,4716.77,1342.97,896.22,,1195.11,511.41,,1104.57,,979.88,,469.16,10961.56,636.82,3011.15,761.79,11256.40,6532.90
2/11/2020,1372.25,484.22,497.07,756.10,620.71,436.73,4469.87,6080.75,3158.47,3203.68,1465.14,3091.66,300.15,1230.47,,5839.66,504.74,227.71,2636.50,46305.87,,226.38,10288.11,3216.94,6243.99,6327.80,13744.89,4716.77,1324.82,920.84,,1195.11,526.23,,1111.81,,1006.01,,482.90,10716.49,640.38,2995.34,761.79,11102.41,6512.16
2/12/2020,1367.93,489.74,477.19,751.40,616.40,424.25,4378.27,6098.69,3147.65,3217.89,1448.86,3101.60,296.35,1235.40,,5909.18,480.24,225.83,2636.50,45890.19,,223.55,9638.10,3207.16,5694.84,6133.84,13537.26,4681.92,1279.45,906.06,,1190.23,518.82,,1082.84,,992.95,,486.83,10159.50,629.70,3019.05,783.56,10902.23,6304.77
2/13/2020,1389.51,497.10,466.48,756.10,586.22,430.49,4359.95,6089.72,3201.74,3246.30,1424.44,3121.49,290.65,1205.86,,5700.62,539.04,225.83,2498.23,45890.19,,216.95,9682.93,3109.38,5694.84,5915.64,13059.72,4716.77,1243.16,881.44,,1190.23,511.41,,1090.09,,992.95,,486.83,9958.98,635.04,2947.92,774.85,10856.04,6138.86
2/14/2020,1419.72,486.06,464.96,760.79,581.91,425.50,4469.87,5991.06,3255.82,3232.09,1436.65,3111.55,286.85,1181.25,,6001.88,539.04,222.07,2415.26,45370.61,,216.00,9660.51,3060.49,5816.87,6012.62,13620.31,4670.30,1261.31,891.29,,1190.23,507.70,,1100.95,,1014.72,,488.79,10137.22,638.60,2876.79,770.50,11287.20,6201.07
2/17/2020,1424.03,486.06,469.54,756.10,586.22,425.50,4469.87,6026.94,3299.09,3175.27,1461.07,3121.49,288.75,1161.57,,6094.57,490.04,218.30,2442.91,45640.79,,227.32,9727.75,3021.38,5816.87,6158.09,13952.51,4879.42,1261.31,876.52,,1185.36,518.82,,1082.84,,1019.08,,482.90,10315.45,638.60,2853.08,766.15,11302.59,6138.86
2/18/2020,1372.25,489.74,474.13,737.31,594.85,446.72,4469.87,6004.52,3331.54,3125.54,1542.47,3111.55,288.75,1200.94,,6187.26,539.04,220.18,2507.44,45744.71,,227.32,9727.75,3021.38,5776.20,6352.04,14326.24,5088.54,1265.84,871.59,,1214.62,518.82,,1090.09,,1036.50,,494.68,10493.69,638.60,2860.98,761.79,11302.59,6138.86
2/19/2020,1346.36,480.53,464.96,760.79,607.78,455.45,4579.78,6004.52,3363.99,3182.37,1542.47,3161.25,288.75,1215.71,,6303.13,539.04,220.18,2544.32,45890.19,,232.04,9862.24,2972.49,5735.52,6497.51,14388.53,5018.83,1302.14,861.75,,1229.26,522.53,,1108.19,,1045.21,,502.53,10471.41,640.38,2860.98,761.79,11379.59,6201.07
2/20/2020,1346.36,497.10,468.01,798.36,612.09,467.93,4598.10,5914.83,3428.89,3239.20,1562.82,3181.13,288.75,1200.94,,6349.47,539.04,223.95,2470.57,46201.95,,229.21,10063.97,3050.71,5938.91,6424.78,14367.77,5076.92,1288.53,832.20,,1268.28,529.94,,1126.30,,1084.40,,510.38,10493.69,636.82,2868.89,766.15,11348.79,6346.25
2/21/2020,1342.04,482.37,466.48,751.40,603.47,436.73,4543.15,5932.77,3363.99,3203.68,1522.12,3141.37,284.95,1141.88,,6094.57,509.64,216.42,2396.82,46534.49,,229.21,9817.41,2992.05,5857.55,6182.33,13765.65,4914.27,1238.62,822.35,,1307.31,511.41,,1104.57,,1049.56,,500.57,10337.73,636.82,2916.31,748.73,11225.60,6221.81
2/24/2020,1303.20,473.17,457.31,770.19,590.53,436.73,4469.87,5852.05,3277.45,3189.47,1481.42,3091.66,273.55,1092.66,,5978.70,536.59,207.01,2323.07,45931.77,,229.21,9884.65,2943.16,5857.55,5915.64,13205.06,4949.13,1229.55,797.73,,1326.82,504.00,,1071.98,,1023.43,,496.64,10025.82,636.82,2876.79,753.09,11025.42,5993.68
2/25/2020,1337.73,473.17,454.25,756.10,568.98,436.73,4561.46,5856.53,3245.00,3196.58,1481.42,3101.60,264.05,1077.89,,5909.18,494.94,205.13,2378.38,45890.19,,228.27,9839.83,2933.38,5877.89,6109.60,13038.96,5111.77,1175.10,827.28,,1273.16,500.29,,1086.46,,1049.56,,500.57,9981.26,629.70,2837.27,757.44,11256.40,6055.90
2/26/2020,1316.15,460.28,442.01,751.40,543.12,424.25,4433.23,5757.88,3158.47,3182.37,1461.07,3041.96,250.75,1018.83,,5515.24,494.94,190.07,2341.51,45723.93,,227.32,9705.34,2806.27,5715.18,5915.64,12727.52,5181.48,1166.03,812.50,,1278.04,489.17,,1082.84,,1027.79,,482.90,9803.02,622.59,2774.05,744.38,11087.01,6055.90
2/27/2020,1294.57,428.98,420.60,751.40,517.26,424.25,4359.95,5641.29,3061.12,3048.19,1424.44,2922.67,239.36,964.69,,5468.89,494.94,175.02,2267.76,44206.73,,225.44,9458.78,2561.82,5613.49,5794.42,12665.23,5123.39,1134.27,782.96,,1326.82,478.06,,1003.17,,997.30,,482.90,9691.62,615.47,2742.43,726.97,10825.24,5931.46
2/28/2020,1307.52,425.30,405.31,727.92,495.70,399.30,4048.53,5641.29,3039.49,3092.47,1383.74,3038.94,208.96,969.61,,5283.50,492.49,155.26,2387.60,42398.55,,221.66,9212.23,2395.59,5288.07,5455.00,12395.31,5251.19,1107.05,787.88,,1273.16,466.94,,927.12,,975.53,,482.90,9335.15,587.01,2758.24,700.85,10224.69,5661.85
3/2/2020,1251.42,410.57,390.01,746.71,504.33,388.07,4176.76,5452.94,3008.84,2937.48,1343.04,2903.18,195.66,930.24,,5190.81,490.04,144.91,2323.07,41151.54,,224.49,9100.16,2444.48,5430.44,5333.78,12125.40,5053.68,1084.36,743.56,,1204.87,463.23,,934.36,,958.11,,467.20,9268.31,604.80,2718.72,700.85,10270.88,5724.07
3/3/2020,1264.37,419.78,390.01,760.79,530.19,399.30,4323.32,5668.19,3031.12,3026.05,1375.60,3007.61,189.97,949.93,,5584.76,490.04,159.02,2304.64,42211.50,,230.15,9817.41,2659.60,5796.53,5891.40,11668.62,5135.01,1097.97,782.96,,1229.26,485.47,,974.20,,1032.14,,478.97,9736.18,604.80,2860.98,726.97,10871.43,5910.72
3/4/2020,1324.78,443.71,388.48,732.62,543.12,424.25,4378.27,5775.82,3097.99,3114.62,1424.44,3122.48,193.76,1004.07,,5955.53,490.04,159.02,2341.51,43042.84,,229.21,9817.41,2649.82,5837.21,6158.09,12893.62,5088.54,1156.95,787.88,,1248.77,504.00,,1032.14,,1075.69,,494.68,9981.26,601.24,3026.95,744.38,11394.99,6159.60
3/5/2020,1281.63,432.66,388.48,742.01,543.12,405.54,4433.23,5771.33,3042.27,3062.95,1400.02,3174.70,241.26,999.14,,6025.05,514.54,158.08,2286.20,42356.98,,228.27,9817.41,2610.71,5857.55,6061.11,12457.60,5065.30,1206.86,797.73,,1258.53,496.58,,1032.14,,1071.34,,494.68,9892.14,599.46,3026.95,748.73,11102.41,6138.86
3/6/2020,1260.05,427.14,371.66,727.92,525.88,389.32,4158.44,5560.57,2852.82,2959.62,1351.18,3028.49,237.46,954.85,,5746.97,480.24,153.38,2129.48,41899.74,,227.32,9817.41,2512.93,5654.16,5818.67,12416.08,4844.57,1120.66,797.73,,1263.40,492.88,,974.20,,1066.98,,486.83,9624.79,601.24,2963.73,731.32,10655.85,6180.33
3/9/2020,1203.95,371.91,347.19,727.92,478.46,389.32,3682.15,5188.37,2518.51,2767.73,1180.25,2746.53,203.26,831.80,,5376.20,487.10,155.26,1935.89,37389.70,,222.61,9301.88,2180.48,5186.37,5115.58,11336.42,4437.95,1034.45,748.49,,1214.62,396.53,,847.44,,962.46,,473.08,8488.53,597.68,2766.14,670.38,9731.93,5827.77
3/10/2020,1234.16,379.27,331.89,718.53,495.70,418.02,3773.74,5313.93,2529.65,2885.82,1220.95,2871.85,237.46,812.11,,5445.72,490.04,156.20,1963.55,38117.13,,226.38,9660.51,2268.48,5491.45,5503.49,11460.99,4414.71,1048.06,728.79,,1190.23,400.23,,872.79,,1006.01,,494.68,8466.25,579.90,2758.24,674.73,10178.50,5889.98
3/11/2020,1216.90,355.34,305.89,709.14,465.53,393.06,3755.42,5246.67,2462.79,2885.82,1212.81,2850.96,224.16,772.74,,5468.89,490.04,148.67,1839.10,38075.56,,238.64,9817.41,2131.59,5532.13,5188.31,11128.79,4193.98,1011.77,709.09,,1214.62,392.82,,814.85,,958.11,,496.64,8087.49,572.78,2687.11,666.02,10039.91,6055.90
3/12/2020,1169.43,305.63,282.95,704.44,422.43,386.82,3597.88,4986.57,2239.91,2664.40,1062.23,2683.87,203.26,689.07,,5051.77,490.04,141.14,1719.26,36579.14,,226.38,9436.37,1887.14,5410.10,4751.91,10007.61,3857.06,948.25,640.15,,1097.55,354.28,,727.93,,897.14,,478.97,7151.75,533.65,2615.98,626.85,9362.37,5993.68
3/13/2020,1169.43,305.63,282.95,671.57,412.08,361.86,3597.88,4986.57,2239.91,2745.59,1086.64,2652.54,201.36,689.07,,5051.77,490.04,150.55,1659.34,36579.14,,224.49,9839.83,1887.14,5613.49,4751.91,10007.61,3706.04,948.25,640.15,,1097.55,354.28,,709.82,,897.14,,486.83,7151.75,537.20,2615.98,666.02,9362.37,5993.68
3/16/2020,1130.59,305.63,256.95,671.57,384.49,336.91,3363.39,4986.57,2157.45,2583.21,1013.39,2652.54,188.07,600.47,,5051.77,504.74,140.20,1544.11,32567.91,,222.61,9324.30,1740.47,5227.05,4393.09,10007.61,3462.06,907.41,615.53,,1097.55,317.22,,662.74,,897.14,,453.45,6282.85,503.41,2497.43,622.49,8946.60,5786.29
3/17/2020,1070.18,266.96,260.01,671.57,358.63,314.45,3128.91,4591.95,2010.35,2406.08,944.20,2307.92,175.72,561.10,,4467.81,490.04,135.50,1451.92,30302.49,,217.89,8741.53,1623.14,4982.99,4092.46,8118.20,3229.71,902.88,576.14,,1043.89,296.47,,619.28,,744.71,,443.64,5859.53,503.41,2323.56,578.96,8330.66,5392.24
3/18/2020,1057.24,254.08,243.95,671.57,334.49,294.48,3040.98,4484.33,1872.17,2317.51,879.08,2151.27,164.32,526.64,,4161.92,490.04,126.09,1396.61,29388.01,,215.06,8360.49,1510.69,4942.31,3811.23,8263.54,3008.98,948.25,536.74,,1073.16,275.72,,579.45,,694.63,,414.19,5614.46,508.74,2220.82,548.49,8253.67,5018.93
3/19/2020,983.88,237.50,260.01,657.48,312.08,274.52,2828.47,4170.43,1742.90,2162.52,818.04,2000.89,152.92,490.22,,3874.57,490.04,117.62,1299.81,27351.22,,203.74,7934.62,1408.02,4596.55,3549.39,7702.95,2799.86,884.73,502.27,,1009.75,256.45,,539.61,,646.72,,386.71,5235.71,498.07,2070.66,522.37,7760.91,4687.10
3/20/2020,962.30,274.33,244.71,657.48,322.42,287.00,2769.85,4246.66,1622.54,2073.95,769.20,1863.04,147.22,516.80,,3902.38,490.04,118.56,1470.36,32817.31,,213.17,8046.69,1476.47,4677.91,3365.13,9239.39,3171.62,889.27,468.79,,946.33,243.10,,503.39,,783.91,,380.82,6282.85,533.65,2276.14,548.49,9146.79,5164.10
3/23/2020,897.57,285.37,228.65,619.91,300.01,358.12,2579.33,3973.12,1511.10,1933.72,717.79,1733.55,137.72,482.35,,3633.57,490.04,112.92,1368.95,30531.11,,217.89,7486.34,1417.80,4352.49,3132.38,8595.75,2974.12,830.28,437.27,,882.92,231.25,,470.80,,729.47,,372.97,5859.53,505.19,2118.08,513.67,8515.44,4811.54
3/24/2020,949.35,312.99,263.83,587.03,313.80,446.72,2403.47,4035.90,1408.58,1800.87,668.85,1612.41,128.23,448.88,,3550.14,490.04,111.03,1299.81,30260.93,,229.21,7441.51,1569.36,4108.42,3006.31,8595.75,3090.30,784.91,437.27,,936.58,269.79,,438.21,,779.55,,369.05,5458.50,512.30,2070.66,548.49,8607.83,4707.84
3/26/2020,1100.39,355.34,290.60,657.48,358.63,420.51,2652.61,4735.45,1600.26,2169.90,668.85,1867.22,151.97,536.49,,3902.38,490.04,114.80,1622.46,34750.18,,236.76,8517.39,1848.03,4860.95,3529.99,10298.28,3555.01,862.04,437.27,,1043.89,303.88,,492.53,,879.72,,390.64,6060.05,514.08,2355.17,592.02,9254.58,5620.37
3/27/2020,1130.59,364.54,315.07,671.57,396.56,391.81,2989.68,4941.73,1778.56,2383.94,725.95,2063.55,188.07,610.31,,4551.23,490.04,127.97,1659.34,36579.14,,243.36,8943.26,1955.59,5532.13,4043.97,11087.27,3671.18,916.49,464.85,,1048.77,290.54,,550.47,,888.43,,404.38,7107.19,514.08,2442.11,592.02,9547.15,5641.11
3/30/2020,1121.96,340.61,293.66,657.48,372.42,489.30,2784.51,4928.28,1658.20,2221.56,677.01,1921.53,178.57,590.63,,4245.34,490.04,127.03,1659.34,34022.76,,241.47,8651.87,1975.14,5166.03,3762.74,10319.05,3415.59,948.25,445.15,,1009.75,275.72,,528.75,,827.46,,410.27,6617.04,533.65,2481.63,552.84,8885.01,5330.02
3/31/2020,1121.96,364.54,302.07,751.40,387.94,609.56,2857.79,4955.18,1702.78,2228.94,685.16,1954.94,186.17,713.67,,4579.04,490.04,127.03,1843.71,34168.24,,249.02,9167.40,2112.03,5166.03,3888.81,10381.33,3764.12,1088.90,464.85,,990.24,286.09,,561.34,,949.40,,459.34,6795.28,622.59,2497.43,587.67,10409.47,6014.42
4/1/2020,1113.33,375.59,295.19,709.14,375.87,758.84,2762.53,4914.82,1640.37,2162.52,681.09,1925.70,175.72,733.36,,4402.92,490.04,127.03,1797.62,33295.33,,249.02,9100.16,1984.92,5166.03,3879.11,10111.42,3764.12,1057.14,462.88,,1014.63,277.20,,532.37,,892.78,,433.82,6862.12,587.01,2450.01,570.26,10240.09,5931.46
4/2/2020,1061.55,382.95,293.66,746.71,389.67,945.43,2879.77,4852.04,1716.15,2118.23,689.24,1984.18,179.52,817.03,,4532.69,490.04,136.44,1889.80,36558.36,,252.79,9144.99,2160.92,5532.13,4082.76,9820.74,3787.36,1166.03,447.12,,1024.38,320.19,,579.45,,884.07,,459.34,6683.88,547.88,2473.72,578.96,10409.47,5993.68
4/3/2020,1104.70,405.05,300.54,746.71,400.01,995.19,2857.79,4928.28,1787.47,2133.00,750.42,2099.06,183.32,984.38,,4495.61,490.04,149.61,1981.99,38782.21,,256.56,8965.67,2268.48,5369.42,4373.70,9903.79,3822.21,1134.27,451.06,,1053.65,355.76,,579.45,,918.91,,486.83,6862.12,510.52,2529.05,574.61,10563.46,5889.98
4/6/2020,1126.28,423.46,328.83,746.71,465.53,928.85,2953.04,5143.52,1912.28,2228.94,819.75,2172.16,193.76,984.38,,4486.34,490.04,153.38,2194.01,41421.72,,259.39,9189.81,2405.37,5471.12,4873.13,10755.06,4008.09,1152.42,556.44,,1063.41,374.29,,648.26,,940.69,,512.35,7240.87,515.86,2631.79,622.49,11087.01,6055.90
4/7/2020,1143.54,419.78,328.83,760.79,478.46,866.65,2975.03,5071.78,1921.20,2236.32,823.83,2140.83,191.86,969.61,,4523.42,489.06,149.61,2101.83,39987.65,,259.39,9032.92,2258.70,5308.41,5091.33,10298.28,3833.83,1116.12,595.84,,1209.75,374.29,,662.74,,914.56,,488.79,7218.59,515.86,2544.85,626.85,10840.64,6035.16
4/8/2020,1065.87,392.16,305.89,760.79,448.29,808.60,2821.15,5053.84,1787.47,2081.33,766.73,1992.54,181.42,910.55,,4208.26,490.04,141.14,2037.30,39073.18,,257.51,8607.05,2160.92,5084.68,4921.62,9592.35,3729.27,1038.99,556.44,,1175.60,348.35,,619.28,,868.83,,478.97,7062.63,530.09,2457.92,596.38,10779.04,5910.72
4/9/2020,1027.03,382.95,301.30,774.88,448.29,754.69,2997.01,5017.96,1778.56,2059.19,750.42,1950.77,183.32,930.24,,4050.69,490.04,142.08,1981.99,39759.03,,256.56,9055.33,2219.59,5186.37,4761.61,9633.88,3589.86,1034.45,536.74,,1180.48,381.70,,604.80,,862.30,,484.86,7218.59,515.86,2465.82,609.43,10548.06,6014.42
