Date,ACES.JK,ADRO.JK,AKRA.JK,AMRT.JK,ANTM.JK,ARTO.JK,ASII.JK,BBCA.JK,BBNI.JK,BBRI.JK,BBTN.JK,BMRI.JK,BRIS.JK,BRPT.JK,BUKA.JK,CPIN.JK,EMTK.JK,ESSA.JK,EXCL.JK,GGRM.JK,GOTO.JK,HRUM.JK,ICBP.JK,INCO.JK,INDF.JK,INKP.JK,INTP.JK,ITMG.JK,KLBF.JK,MAPI.JK,MBMA.JK,MDKA.JK,MEDC.JK,MTEL.JK,PGAS.JK,PGEO.JK,PTBA.JK,PTMP.JK,SIDO.JK,SMGR.JK,SRTG.JK,TLKM.JK,TOWR.JK,UNTR.JK,UNVR.JK
10/11/2022,535.55,1785.28,1209.82,2296.35,1679.20,6075.00,5218.92,7799.10,3979.95,3829.38,1227.28,4208.93,1361.16,817.77,266.00,5391.40,1602.07,917.92,2409.40,21767.10,228.00,1656.60,8681.36,6463.64,5659.04,8764.42,9082.84,25744.35,1766.22,1137.50,,3760.00,906.09,694.30,1471.12,,2568.75,,616.11,7041.75,2477.22,3897.78,1145.54,22894.56,4224.41
10/12/2022,498.93,1817.08,1244.14,2345.42,1665.91,5800.00,5148.39,7870.00,3957.08,3803.45,1210.75,4265.50,1322.69,802.90,258.00,5342.61,1528.36,898.99,2351.81,21360.46,218.00,1647.02,8633.13,6488.31,5612.84,8813.79,8937.13,25975.87,1828.78,1171.97,,3730.00,924.68,694.30,1499.72,,2593.10,,580.90,7018.35,2392.45,3924.91,1126.76,23001.21,4278.00
10/13/2022,466.89,1826.16,1209.82,2443.56,1621.61,5400.00,5148.39,7822.73,4002.82,3760.23,1214.89,4288.13,1293.83,788.03,260.00,5342.61,1518.53,941.57,2371.01,21360.46,212.00,1656.60,8536.67,6438.97,5589.74,8838.48,8888.56,26238.25,1790.28,1181.82,,3750.00,920.03,689.48,1499.72,,2587.01,,576.50,6877.99,2467.80,3888.74,1126.76,22894.56,4322.65
10/14/2022,480.62,1794.37,1235.56,2463.18,1612.74,5025.00,5148.39,7799.10,3854.15,3691.08,1214.89,4254.19,1260.16,788.03,254.00,5171.84,1489.04,932.11,2284.61,21336.54,202.00,1651.81,8391.98,6611.67,5589.74,8715.04,8791.42,26006.74,1775.84,1171.97,,3660.00,938.62,689.48,1471.12,,2574.84,,576.50,6737.62,2298.26,3879.70,1103.29,23996.63,4295.86
10/17/2022,480.62,1798.91,1209.82,2453.37,1599.45,4680.00,5209.19,7799.10,3922.77,3717.01,1223.15,4276.81,1245.73,783.07,250.00,5220.63,1489.04,908.45,2303.81,21145.19,208.00,1584.78,8512.55,6488.31,5659.04,8813.79,8888.56,26207.38,1857.66,1142.43,,3600.00,933.97,675.01,1499.72,,2587.01,,558.90,7018.35,2222.91,3915.87,1089.20,23392.27,4313.72
10/18/2022,489.78,1753.48,1235.56,2649.64,1590.59,4900.00,5148.39,7846.37,3968.51,3708.36,1219.02,4299.44,1264.97,788.03,254.00,5318.21,1464.47,936.84,2380.60,21169.11,206.00,1541.69,8633.13,6562.33,5705.23,8665.66,8985.70,25867.83,1828.78,1122.73,,3620.00,906.09,675.01,1499.72,,2410.49,,572.10,7041.75,2213.49,3843.52,1051.64,22752.36,4376.24
10/19/2022,485.20,1744.40,1244.14,2541.69,1617.18,5525.00,5290.27,7822.73,4014.26,3717.01,1206.62,4288.13,1250.54,788.03,258.00,5367.01,1489.04,908.45,2390.20,21767.10,204.00,1508.17,8801.93,6809.03,5751.43,8665.66,9155.70,25867.83,1905.78,1196.60,,3680.00,896.80,684.66,1479.29,,2270.49,,585.30,7252.30,2232.33,3798.30,1051.64,22610.16,4778.14
10/20/2022,457.74,1817.08,1244.14,2580.95,1612.74,5400.00,5209.19,8035.44,4117.19,3794.81,1268.61,4480.47,1250.54,802.90,262.00,5269.42,1493.96,965.23,2457.40,23608.93,206.00,1560.84,9163.65,6784.36,5866.92,8937.24,8937.13,26824.75,1953.91,1231.07,,3830.00,957.20,679.84,1499.72,,2331.36,,576.50,7299.09,2260.58,3933.96,1037.56,22627.93,4822.79
10/21/2022,489.78,1798.91,1231.27,2580.95,1595.02,5425.00,5330.81,8177.24,4117.19,3829.38,1239.68,4684.13,1293.83,812.81,256.00,5415.80,1503.78,936.84,2371.01,23800.29,200.00,1541.69,9091.31,6488.31,5797.63,8887.86,8985.70,26963.66,1900.97,1206.44,,3740.00,947.91,684.66,1528.33,,2331.36,,594.10,7111.93,2279.42,3943.00,1070.42,22752.36,4733.48
10/24/2022,494.36,1780.74,1244.14,2580.95,1590.59,5500.00,5391.62,8413.57,4277.30,3889.89,1268.61,4638.87,1341.93,797.94,260.00,5367.01,1508.70,913.19,2303.81,23441.49,190.00,1541.69,9091.31,6512.99,5820.72,9011.30,9009.99,27256.91,1920.22,1221.22,,3750.00,1008.32,689.48,1569.19,,2300.92,,624.91,7088.54,2270.00,3988.22,1089.20,23018.98,4755.81
10/25/2022,476.05,1762.57,1166.92,2649.64,1568.44,5500.00,5432.15,8224.50,4311.61,3967.69,1260.34,4627.56,1341.93,807.85,268.00,5415.80,1508.70,903.72,2303.81,23058.78,193.00,1498.60,9187.77,6587.00,5728.33,9035.99,8864.27,27009.96,1925.03,1181.82,,3750.00,1008.32,689.48,1540.59,,2282.66,,620.51,6994.96,2270.00,3970.13,1098.59,22752.36,4711.16
10/26/2022,489.78,1785.28,1196.95,2610.39,1603.88,5125.00,5330.81,8082.70,4220.12,3915.83,1268.61,4616.24,1322.69,797.94,286.00,5537.77,1621.73,884.80,2323.01,23919.89,197.00,1536.90,9453.03,6611.67,5843.82,8937.24,8985.70,27997.76,1963.53,1167.05,,3810.00,1003.67,694.30,1569.19,,2319.18,,629.31,6994.96,2373.61,3952.05,1075.12,23605.57,4822.79
10/27/2022,521.82,1807.99,1222.69,2669.27,1630.47,5000.00,5391.62,8224.50,4277.30,3976.34,1281.00,4616.24,1327.50,837.59,284.00,5586.56,1587.33,922.65,2323.01,24374.37,198.00,1546.48,9477.15,6661.01,5820.72,9110.05,8937.13,27658.20,1934.66,1231.07,,3850.00,1068.72,699.12,1573.28,,2307.01,,651.31,7182.12,2373.61,3952.05,1056.34,23285.61,4778.14
10/28/2022,512.67,1776.19,1239.85,2708.52,1626.04,4820.00,5310.54,8271.77,4265.87,4002.27,1272.74,4616.24,1341.93,827.68,276.00,5513.38,1557.84,922.65,2351.81,23321.89,189.00,1522.54,9453.03,6414.30,5890.02,9184.12,9009.99,27488.43,1944.28,1216.29,,3850.00,1064.07,694.30,1561.02,,2307.01,,651.31,7252.30,2307.68,4024.39,1075.12,22930.11,4447.69
10/31/2022,517.24,1807.99,1338.52,2767.40,1634.90,5100.00,5391.62,8319.04,4300.18,4019.56,1276.87,4774.64,1346.73,817.77,276.00,5440.19,1518.53,1007.82,2419.00,23058.78,186.00,1541.69,9380.69,6414.30,5959.31,9480.38,9009.99,27812.55,1973.16,1186.75,,3770.00,1073.37,689.48,1614.14,,2380.05,,651.31,7439.46,2317.10,3970.13,1084.51,22965.66,4144.03
11/1/2022,517.24,1703.51,1248.43,2708.52,1603.88,4850.00,5330.81,8319.04,4300.18,4028.20,1276.87,4706.76,1351.54,792.99,274.00,5708.54,1582.41,1050.40,2371.01,22078.06,184.00,1441.14,9163.65,6438.97,5959.31,9480.38,9908.56,26114.78,1910.60,1285.23,,3740.00,1026.90,684.66,1589.62,,2282.66,,660.11,7509.64,2279.42,3997.26,1075.12,22361.30,4045.79
11/2/2022,540.13,1698.97,1282.75,2600.57,1652.62,4820.00,5209.19,8271.77,4231.56,3984.98,1268.61,4559.67,1370.78,822.72,276.00,5659.75,1621.73,1036.20,2332.61,22245.50,195.00,1465.08,9260.11,6537.66,5936.21,9677.89,9811.41,25883.26,1896.16,1329.55,,3880.00,1031.55,684.66,1585.54,,2276.57,,655.71,7579.82,2270.00,3816.39,1084.51,21828.04,4018.99
11/3/2022,530.97,1703.51,1329.94,2580.95,1621.61,4820.00,5168.65,8319.04,4254.43,4019.56,1260.34,4604.93,1337.12,817.77,280.00,5610.96,1641.38,1088.25,2332.61,22269.42,200.00,1512.96,9211.88,6537.66,5890.02,9603.83,9811.41,26917.36,1896.16,1314.78,,3800.00,1050.14,679.84,1585.54,,2282.66,,651.31,7509.64,2364.19,3735.00,1084.51,22041.35,4027.93
11/4/2022,540.13,1703.51,1299.91,2580.95,1696.93,4720.00,5209.19,8295.41,4242.99,4019.56,1268.61,4593.61,1341.93,812.81,284.00,5659.75,1611.90,1055.13,2332.61,21671.42,200.00,1522.54,9308.34,6661.01,5959.31,10171.66,10175.70,26917.36,1891.34,1270.46,,3990.00,1105.89,684.66,1589.62,,2282.66,,651.31,7720.19,2364.19,3807.35,1089.20,22236.88,4054.72
11/7/2022,526.40,1739.85,1282.75,2610.39,1772.25,5100.00,5270.00,8366.31,4242.99,4054.13,1268.61,4638.87,1332.31,807.85,278.00,5757.33,1592.24,1040.94,2361.41,21695.34,197.00,1589.57,9404.80,7055.73,6005.51,10171.66,10224.27,26901.92,1944.28,1285.23,,4230.00,1105.89,679.84,1511.98,,2331.36,,655.71,7720.19,2439.55,3870.65,1107.98,22236.88,4126.17
11/8/2022,521.82,1708.05,1261.30,2639.83,1758.95,4940.00,5290.27,8271.77,4231.56,3993.62,1260.34,4593.61,1322.69,792.99,280.00,5757.33,1675.79,1040.94,2342.21,21240.87,194.00,1594.36,9404.80,6932.38,5982.41,10072.91,9957.13,26531.50,1905.78,1270.46,,4200.00,1096.60,670.19,1516.07,,2307.01,,654.37,7439.46,2420.71,3816.39,1075.12,22165.77,4135.10
11/9/2022,517.24,1653.54,1261.30,2630.01,1772.25,4850.00,5310.54,8389.94,4254.43,4019.56,1260.34,4593.61,1322.69,797.94,292.00,5781.73,1715.10,1050.40,2342.21,21623.58,199.00,1565.63,9404.80,7080.40,6051.70,10023.53,9884.27,25883.26,1886.53,1280.31,,4220.00,1082.66,675.01,1495.64,,2227.88,,654.37,7369.27,2420.71,3789.26,1070.42,22041.35,4054.72
11/10/2022,508.09,1580.86,1252.72,2551.51,1772.25,4550.00,5290.27,8319.04,4242.99,3915.83,1260.34,4570.99,1322.69,778.12,284.00,5513.38,1720.01,979.43,2303.81,21073.43,188.00,1498.60,9380.69,7006.39,5982.41,9875.40,10175.70,24926.34,1905.78,1280.31,,4100.00,1008.32,679.84,1471.12,,2112.22,,663.33,7462.85,2364.19,3771.17,1061.03,20903.73,4072.58
11/11/2022,512.67,1585.40,1269.88,2551.51,1878.58,5675.00,5229.46,8366.31,4254.43,4019.56,1268.61,4718.07,1322.69,792.99,312.00,5586.56,1715.10,1012.55,2303.81,20403.67,210.00,1527.33,9501.26,7327.11,5913.12,9949.46,9957.13,25822.39,1925.03,1290.16,,4450.00,1078.01,679.84,1487.46,,2118.31,,663.33,7603.22,2439.55,3753.09,1079.81,20619.32,4054.72
11/14/2022,508.09,1589.94,1188.37,2590.76,1878.58,5725.00,5107.85,8271.77,4162.94,3959.05,1268.61,4638.87,1327.50,802.90,308.00,5659.75,1636.47,979.43,2303.81,20499.35,204.00,1589.57,9404.80,7203.76,5982.41,9924.78,10005.70,25512.93,1934.66,1280.31,,4500.00,1078.01,670.19,1479.29,,2118.31,,685.74,7486.25,2477.22,3662.65,1061.03,20406.02,4099.38
11/15/2022,489.78,1594.49,1218.40,2708.52,1914.03,5900.00,5047.04,8319.04,4174.38,3959.05,1260.34,4638.87,1322.69,827.68,310.00,5684.15,1665.96,955.77,2294.21,20810.31,204.00,1627.87,9453.03,7203.76,6005.51,10048.22,9811.41,25977.12,1953.91,1250.76,,4550.00,1059.43,670.19,1471.12,,2130.48,,690.23,7439.46,2486.64,3662.65,1079.81,20370.47,4117.24
11/16/2022,489.78,1621.74,1205.53,2787.03,1798.83,6250.00,5006.50,8129.97,4162.94,3907.18,1252.08,4525.73,1308.26,832.64,312.00,5732.94,1665.96,936.84,2169.42,20092.71,218.00,1603.93,9428.92,7179.09,6005.51,9751.96,9544.27,26131.84,1953.91,1231.07,,4470.00,1078.01,665.37,1475.20,,2130.48,,685.74,7135.33,2411.29,3662.65,1079.81,20441.57,4117.24
11/17/2022,508.09,1630.83,1158.34,2767.40,1750.09,6025.00,5107.85,8248.14,4242.99,4036.85,1247.94,4480.47,1308.26,822.72,310.00,5610.96,1641.38,941.57,2207.82,19757.83,214.00,1608.72,9332.46,7006.39,6028.61,9653.20,9349.99,26149.04,1953.91,1181.82,,4460.00,1050.14,665.37,1471.12,,2160.92,,681.26,7135.33,2448.96,3653.61,1056.34,20352.70,4099.38
11/18/2022,521.82,1630.83,1171.21,2777.22,1736.80,6125.00,5047.04,8342.67,4208.68,3984.98,1252.08,4604.93,1303.45,812.81,312.00,5708.54,1641.38,974.70,2198.22,20164.47,222.00,1570.42,9308.34,6809.03,6005.51,9751.96,9617.13,26424.11,1982.78,1240.91,,4410.00,994.38,660.55,1467.03,,2160.92,,676.78,7228.91,2430.13,3626.48,1079.81,20477.12,4144.03
11/21/2022,508.09,1676.26,1201.24,2708.52,1736.80,5700.00,5128.12,8248.14,4197.25,3967.69,1247.94,4570.99,1308.26,817.77,300.00,5708.54,1665.96,960.50,2179.02,19853.51,210.00,1575.20,9453.03,6932.38,6028.61,9702.58,9471.41,27335.28,2030.91,1319.70,,4370.00,980.44,665.37,1471.12,,2221.79,,690.23,7182.12,2486.64,3644.56,1070.42,20477.12,4063.65
11/22/2022,494.36,1680.80,1192.66,2698.71,1714.65,5325.00,5047.04,8413.57,4231.56,3967.69,1256.21,4582.30,1308.26,812.81,304.00,5586.56,1631.56,965.23,2188.62,19877.43,196.00,1579.99,9308.34,6907.71,5959.31,9579.14,9349.99,28521.53,1944.28,1309.85,,4320.00,1003.67,679.84,1536.50,,2246.14,,690.23,7205.51,2467.80,3617.43,1065.73,20583.77,4072.58
11/23/2022,498.93,1703.51,1192.66,2728.15,1750.09,5275.00,5026.77,8389.94,4231.56,4036.85,1247.94,4616.24,1327.50,802.90,302.00,5586.56,1602.07,965.23,2188.62,19973.11,191.00,1613.51,9549.49,7105.07,5959.31,9554.45,9398.56,28452.77,1973.16,1324.63,,4350.00,1012.96,684.66,1548.76,,2252.22,,685.74,7158.72,2533.74,3590.30,1061.03,21063.71,4063.65
11/24/2022,494.36,1703.51,1171.21,2777.22,1745.66,5175.00,5026.77,8508.11,4242.99,4080.07,1256.21,4627.56,1332.31,812.81,302.00,5659.75,1552.93,998.35,2179.02,20092.71,188.00,1603.93,9453.03,7080.40,5936.21,9455.69,9471.41,28641.88,1992.41,1344.32,,4430.00,999.02,689.48,1532.41,,2246.14,,685.74,7111.93,2496.06,3644.56,1070.42,21312.56,4072.58
11/25/2022,494.36,1694.43,1166.92,2718.33,1727.94,5100.00,5006.50,8484.47,4254.43,4106.00,1260.34,4604.93,1317.88,812.81,300.00,5732.94,1538.18,979.43,2121.43,20523.27,185.00,1584.78,9549.49,7031.06,5843.82,9406.32,9617.13,28143.31,2021.28,1344.32,,4380.00,980.44,694.30,1516.07,,2215.70,,694.71,7205.51,2430.13,3644.56,1075.12,21223.68,4108.31
11/28/2022,494.36,1698.97,1175.50,2806.66,1696.93,4820.00,5047.04,8531.74,4242.99,4166.51,1264.47,4582.30,1308.26,797.94,280.00,5659.75,1459.55,1007.82,2121.43,20762.47,173.00,1560.84,9621.84,7080.40,5797.63,9406.32,9641.41,28229.27,2040.53,1354.17,,4090.00,929.32,689.48,1507.90,,2240.05,,694.71,7205.51,2383.03,3599.35,1075.12,21152.58,4206.55
11/29/2022,476.05,1762.57,1192.66,2787.03,1741.23,4690.00,4905.15,8484.47,4288.74,4192.44,1260.34,4672.81,1279.40,802.90,276.00,5684.15,1361.27,1017.28,2111.83,20523.27,162.00,1637.45,9621.84,7203.76,5843.82,9628.51,9568.56,28779.41,2021.28,1368.95,,4110.00,980.44,699.12,1520.15,,2282.66,,694.71,7111.93,2467.80,3599.35,1075.12,21828.04,4197.62
11/30/2022,457.74,1758.02,1188.37,3032.37,1758.95,4590.00,4905.15,8791.71,4528.91,4304.81,1268.61,4763.33,1284.21,783.07,286.00,5562.17,1267.90,1007.82,2083.03,19088.07,151.00,1680.54,9742.41,7277.77,5959.31,9875.40,9665.70,28710.64,1992.41,1428.04,,4150.00,989.73,713.59,1536.50,,2313.09,,703.67,7111.93,2496.06,3653.61,1061.03,21899.14,4350.80
12/1/2022,457.74,1771.65,1235.56,2885.16,1807.69,4510.00,5006.50,8508.11,4437.42,4270.24,1272.74,4706.76,1274.59,788.03,280.00,5537.77,1243.32,1012.55,2159.82,18083.44,141.00,1694.90,9790.64,7203.76,6167.20,9751.96,9714.27,28882.57,1973.16,1403.42,,4370.00,1045.49,713.59,1552.85,,2319.18,,708.15,7205.51,2590.25,3581.26,1079.81,21810.27,4269.22
12/2/2022,450.41,1748.94,1244.14,2894.98,1807.69,4200.00,4965.96,8446.42,4460.29,4227.02,1252.08,4763.33,1269.78,788.03,274.00,5586.56,1253.15,969.96,2207.82,18585.76,132.00,1680.54,9838.87,7302.44,6259.59,9801.33,9714.27,28607.49,1982.78,1452.66,,4440.00,1003.67,718.41,1544.67,,2294.83,,703.67,7182.12,2590.25,3617.43,1084.51,20779.30,4269.22
12/5/2022,437.60,1717.14,1201.24,2865.54,1825.41,3950.00,4884.89,8327.79,4460.29,4227.02,1202.49,4921.73,1260.16,783.07,258.00,5586.56,1169.61,960.50,2207.82,18107.36,123.00,1699.69,9983.56,7327.11,6259.59,9801.33,9641.41,28057.35,1982.78,1413.26,,4460.00,1017.61,718.41,1516.07,,2246.14,,690.23,7205.51,2571.41,3472.74,1075.12,20263.82,4296.42
12/6/2022,421.12,1730.77,1166.92,2855.72,1741.23,4050.00,4763.27,8232.89,4368.80,4201.08,1169.43,4933.04,1245.73,763.25,268.00,5464.59,1115.55,927.38,2198.22,17916.00,115.00,1694.90,9983.56,7203.76,6259.59,9628.51,9689.99,28194.89,1953.91,1378.79,,4350.00,1012.96,713.59,1495.64,,2227.88,,672.30,6714.23,2458.38,3255.69,1046.95,19979.41,4296.42
12/7/2022,404.64,1739.85,1179.79,2826.28,1701.36,3980.00,4641.65,8019.35,4345.92,4114.64,1152.90,4695.44,1221.68,753.34,262.00,5488.98,1115.55,974.70,2131.02,18035.60,107.00,1685.32,9959.44,6981.72,6328.88,9356.94,9665.70,28435.57,1953.91,1398.49,,4230.00,989.73,723.23,1499.72,,2246.14,,676.78,6550.46,2496.06,3328.04,1028.17,19943.86,4260.16
12/8/2022,404.64,1698.97,1166.92,2630.01,1763.39,3790.00,4601.12,8066.81,4345.92,4183.80,1157.03,4548.36,1216.87,788.03,262.00,5586.56,1105.72,979.43,2083.03,18083.44,100.00,1670.96,9838.87,7277.77,6375.08,9134.74,9617.13,27954.20,2059.79,1437.88,,4420.00,994.38,718.41,1511.98,,2252.22,,681.26,6503.68,2514.90,3382.30,1046.95,19410.60,4223.90
12/9/2022,399.15,1671.71,1166.92,2453.37,1714.65,3530.00,4601.12,8137.99,4368.80,4149.22,1123.98,4491.79,1183.20,768.21,266.00,5586.56,1100.81,988.89,1987.04,17987.76,93.00,1680.54,9790.64,7154.42,6398.18,9159.43,9641.41,26991.44,2050.16,1403.42,,4380.00,999.02,728.05,1471.12,,2203.53,,685.74,6503.68,2458.38,3300.91,1042.25,18575.17,4187.65
12/12/2022,402.81,1726.22,1184.08,2502.44,1727.94,3300.00,4601.12,8256.61,4357.36,4192.44,1144.64,4503.10,1197.63,773.16,262.00,5684.15,1027.09,974.70,1987.04,18226.96,87.00,1718.84,10031.79,7253.10,6444.37,9677.89,9714.27,27438.44,2069.41,1378.79,,4250.00,1050.14,742.52,1491.55,,2313.09,,690.23,6316.52,2486.64,3346.13,1023.47,19108.43,4251.10
12/13/2022,397.32,1698.97,1226.98,2551.51,1710.22,4120.00,4722.73,8256.61,4414.54,4296.17,1157.03,4480.47,1245.73,758.29,280.00,5732.94,1110.64,960.50,1939.04,18131.28,100.00,1694.90,9935.33,7129.75,6398.18,9455.69,9714.27,27060.21,2030.91,1398.49,,4360.00,1064.07,742.52,1487.46,,2264.40,,681.26,6568.69,2486.64,3391.34,1032.86,19072.88,4278.29
12/14/2022,389.99,1762.57,1218.40,2541.69,1719.08,4060.00,4722.73,8185.44,4357.36,4304.81,1152.90,4503.10,1198.36,748.38,284.00,5757.33,1056.58,951.04,1996.64,18346.56,94.00,1745.00,9959.44,7228.43,6421.27,9529.76,9689.99,27851.04,2040.53,1378.79,,4380.00,1068.72,742.52,1491.55,,2307.01,,690.23,6568.69,2599.67,3391.34,1046.95,19090.65,4278.29
12/15/2022,379.01,1771.65,1218.40,2522.06,1714.65,4040.00,4702.46,8066.81,4334.49,4244.31,1148.77,4480.47,1193.43,753.34,280.00,5586.56,1041.84,941.57,1967.84,18322.64,97.00,1745.00,9935.33,7179.09,6444.37,9579.14,9568.56,27696.31,1973.16,1339.40,,4310.00,1045.49,732.87,1479.29,,2294.83,,681.26,6779.83,2580.83,3318.99,1029.01,18859.57,4260.16
12/16/2022,364.36,1767.11,1184.08,2512.25,1789.97,4060.00,4682.19,8161.71,4483.16,4304.81,1128.11,4570.99,1183.57,768.21,268.00,5854.91,1041.84,965.23,1929.44,17987.76,96.00,1750.00,10055.90,7277.77,6421.27,9677.89,9665.70,27919.81,2040.53,1285.23,,4300.00,1026.90,742.52,1495.64,,2313.09,,676.78,6592.15,2533.74,3328.04,1019.57,18877.35,4414.25
12/19/2022,384.50,1803.45,1149.76,2502.44,1807.69,3840.00,4621.39,8209.16,4311.61,4296.17,1128.11,4525.73,1104.66,748.38,264.00,5854.91,997.61,951.04,1967.84,18226.96,92.00,1725.00,9790.64,7228.43,6467.47,9406.32,9592.84,27971.39,2088.66,1314.78,,4290.00,1031.55,737.69,1487.46,,2325.27,,663.33,6521.77,2580.83,3364.21,1029.01,19090.65,4287.35
12/20/2022,393.65,1780.74,1162.63,2522.06,1781.11,3630.00,4621.39,8137.99,4323.05,4244.31,1140.51,4548.36,1084.94,761.49,254.00,5781.73,992.69,932.11,2015.83,17892.08,87.00,1655.00,9935.33,7105.07,6444.37,9184.12,9568.56,28040.16,2021.28,1413.26,,4160.00,994.38,732.87,1487.46,,2294.83,,676.78,6357.55,2571.41,3364.21,1014.85,18948.45,4323.61
12/21/2022,393.65,1780.74,1175.50,2551.51,1807.69,3680.00,4621.39,8232.89,4277.30,4227.02,1152.90,4525.73,1134.25,766.46,258.00,5806.12,982.87,880.06,1987.04,17461.52,89.00,1660.00,9862.99,7129.75,6375.08,9258.19,9568.56,28194.89,2021.28,1398.49,,4080.00,1003.67,728.05,1487.46,,2288.75,,685.74,6310.63,2533.74,3427.52,1010.13,18930.67,4332.67
12/22/2022,444.92,1785.28,1201.24,2551.51,1798.83,3680.00,4682.19,8137.99,4311.61,4287.53,1161.17,4503.10,1203.29,756.51,264.00,5732.94,1022.18,851.68,2015.83,17772.48,89.00,1685.00,9766.53,7129.75,6282.69,9085.37,9374.27,28194.89,1982.78,1403.42,,4050.00,1040.84,737.69,1491.55,,2288.75,,690.23,6310.63,2505.48,3391.34,995.97,19197.30,4387.06
12/23/2022,439.43,1730.77,1201.24,2571.13,1772.25,3740.00,4601.12,8066.81,4265.87,4218.37,1251.21,4491.79,1198.36,776.42,270.00,5708.54,1002.52,870.60,1996.64,18035.60,86.00,1665.00,9670.07,6957.05,6305.78,9035.99,9471.41,28074.54,1963.53,1423.11,,4010.00,1031.55,732.87,1462.94,,2276.57,,672.30,6334.09,2448.96,3418.47,995.97,19108.43,4368.93
12/26/2022,457.74,1726.22,1196.95,2600.57,1772.25,3510.00,4580.85,8137.99,4265.87,4261.59,1279.12,4548.36,1292.06,776.42,264.00,5684.15,992.69,851.68,1996.64,18155.20,82.00,1645.00,9790.64,7006.39,6351.98,8961.92,9544.27,27782.27,1992.41,1359.10,,3940.00,1031.55,737.69,1467.03,,2252.22,,676.78,6381.01,2411.29,3391.34,1014.85,18770.70,4305.48
12/27/2022,450.41,1703.51,1184.08,2767.40,1763.39,3580.00,4601.12,8161.71,4254.43,4209.73,1311.68,4503.10,1262.47,776.42,270.00,5854.91,1027.09,861.14,2044.63,17748.56,91.00,1620.00,9718.30,7031.06,6282.69,8912.55,9787.13,27679.12,1953.91,1388.64,,4090.00,1008.32,742.52,1434.34,,2246.14,,676.78,6263.71,2420.71,3445.60,1014.85,18930.67,4359.87
12/28/2022,452.24,1703.51,1218.40,2630.01,1781.11,3520.00,4560.58,8209.16,4220.12,4166.51,1260.51,4514.41,1252.61,761.49,268.00,5708.54,977.95,865.87,2063.83,17533.28,91.00,1605.00,9814.76,7031.06,6213.39,8789.10,9738.56,27369.67,1953.91,1393.57,,4090.00,980.44,737.69,1438.43,,2233.96,,676.78,6263.71,2383.03,3373.26,1029.01,18610.72,4323.61
12/29/2022,454.08,1726.22,1205.53,2688.89,1781.11,3510.00,4580.85,8137.99,4220.12,4209.73,1255.86,4514.41,1272.34,761.49,270.00,5708.54,1007.44,870.60,2054.23,17605.04,97.00,1605.00,9814.76,7080.40,6282.69,8690.35,9641.41,27025.83,2011.66,1393.57,,4060.00,957.20,732.87,1450.69,,2233.96,,676.78,6263.71,2354.77,3418.47,1033.73,18681.82,4314.54
12/30/2022,454.08,1748.94,1201.24,2600.57,1758.95,3720.00,4621.39,8114.26,4220.12,4270.24,1255.86,4491.79,1272.34,751.53,262.00,5513.38,1012.35,865.87,2054.23,17222.32,91.00,1620.00,9645.95,7006.39,6213.39,8616.29,9617.13,26836.71,2011.66,1423.11,,4120.00,943.26,771.45,1438.43,,2246.14,,676.78,6169.88,2383.03,3391.34,1038.45,18539.62,4260.16
1/2/2023,466.89,1744.70,1188.37,2688.89,1754.52,3630.00,4621.39,8114.26,4220.12,4209.73,1241.91,4469.16,1267.40,761.49,264.00,5537.77,1002.52,870.60,2083.03,17246.24,93.00,1620.00,9790.64,6957.05,6259.59,8566.91,9665.70,27232.13,1982.78,1393.57,,4130.00,1012.96,728.05,1422.08,,2246.14,,667.82,6216.79,2326.52,3436.56,1085.65,18344.09,4187.65
1/3/2023,466.89,1710.68,1158.34,2718.33,1772.25,3540.00,4580.85,8114.26,4242.99,4192.44,1227.95,4503.10,1375.90,806.28,268.00,5635.35,1012.35,875.33,2255.81,17222.32,95.00,1645.00,9814.76,7006.39,6236.49,8640.97,9568.56,26853.91,2040.53,1393.57,,4320.00,1036.20,718.41,1417.99,,2270.49,,667.82,6287.17,2373.61,3490.82,1109.25,18415.19,4169.52
1/4/2023,457.74,1603.76,1106.85,2688.89,1816.55,3510.00,4601.12,7924.45,4197.25,4123.29,1227.95,4537.04,1366.03,791.35,264.00,5537.77,997.61,856.41,2246.22,16863.52,96.00,1625.00,9742.41,7203.76,6328.88,8295.33,9495.70,25805.20,2011.66,1373.87,,4320.00,999.02,694.30,1356.70,,2203.53,,676.78,6357.55,2401.87,3454.65,1099.81,17170.92,4205.77
1/5/2023,446.75,1506.57,1055.37,2757.59,1741.23,3270.00,4357.89,7829.55,4117.19,4010.91,1218.65,4446.53,1316.72,781.39,256.00,5708.54,963.21,799.63,2198.22,15882.81,92.00,1530.00,9862.99,7006.39,6328.88,8221.27,9349.99,24171.96,1992.41,1324.63,,4200.00,929.32,694.30,1270.88,,2075.70,,663.33,6287.17,2270.00,3409.43,1080.93,17544.20,4287.35
1/6/2023,448.58,1526.01,1089.69,2747.77,1758.95,3060.00,4418.69,7877.00,4071.44,3993.62,1246.56,4435.21,1370.97,816.23,254.00,5854.91,963.21,752.31,2169.42,17007.04,95.00,1520.00,9814.76,7253.10,6421.27,8517.53,9762.84,24343.87,1973.16,1280.31,,4290.00,961.85,679.84,1295.40,,2087.87,,667.82,6639.07,2222.91,3355.17,1090.37,17757.50,4314.54
